DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,2.1229087136548515
2023-04-02 01:00:00+02:00,2.014334352354205
2023-04-02 02:00:00+02:00,2.014334352354205
2023-04-02 03:00:00+02:00,2.014334352354205
2023-04-02 04:00:00+02:00,2.014334352354205
2023-04-02 05:00:00+02:00,2.014334352354205
2023-04-02 06:00:00+02:00,2.014334352354205
2023-04-02 07:00:00+02:00,0.6072762995820012
2023-04-02 08:00:00+02:00,-0.16319466957422332
2023-04-02 09:00:00+02:00,-0.787634839796941
2023-04-02 10:00:00+02:00,-10.366254840973468
2023-04-02 11:00:00+02:00,-10.297081806339154
2023-04-02 12:00:00+02:00,-8.077397835291375
2023-04-02 13:00:00+02:00,-8.017633566937771
2023-04-02 14:00:00+02:00,-9.042218159764131
2023-04-02 15:00:00+02:00,-4.401330369004734
2023-04-02 16:00:00+02:00,-3.6925910577369927
2023-04-02 17:00:00+02:00,1.4703574453668053
2023-04-02 18:00:00+02:00,-3.843261961262254
2023-04-02 19:00:00+02:00,1.2711344196488557
2023-04-02 20:00:00+02:00,-1.5832341373331147
2023-04-02 21:00:00+02:00,0.944864765248397
2023-04-02 22:00:00+02:00,0.944864765248397
2023-04-02 23:00:00+02:00,3.5522183465111374
2023-04-03 00:00:00+02:00,2.944880066269241
2023-04-03 01:00:00+02:00,4.571446593046261
2023-04-03 02:00:00+02:00,4.294893696451404
2023-04-03 03:00:00+02:00,3.670446502267887
2023-04-03 04:00:00+02:00,3.670446502267887
2023-04-03 05:00:00+02:00,3.5161779724826334
2023-04-03 06:00:00+02:00,1.4963590238634938
2023-04-03 07:00:00+02:00,8.35963936334254
2023-04-03 08:00:00+02:00,12.716633290994432
2023-04-03 09:00:00+02:00,1.5862695037594048
2023-04-03 10:00:00+02:00,2.0377256824246452
2023-04-03 11:00:00+02:00,-0.27981758933511586
2023-04-03 12:00:00+02:00,-0.04446320232435243
2023-04-03 13:00:00+02:00,-11.413904560363855
2023-04-03 14:00:00+02:00,-7.460815071640708
2023-04-03 15:00:00+02:00,1.5023886995146074
2023-04-03 16:00:00+02:00,-8.69416062986353
2023-04-03 17:00:00+02:00,-7.486536846663471
2023-04-03 18:00:00+02:00,-7.836180369552764
2023-04-03 19:00:00+02:00,-22.115215264363336
2023-04-03 20:00:00+02:00,-18.128457207641794
2023-04-03 21:00:00+02:00,-2.2461195142605126
2023-04-03 22:00:00+02:00,3.5986110023798625
2023-04-03 23:00:00+02:00,0.8962296242924879
2023-04-04 00:00:00+02:00,6.17892896388962
2023-04-04 01:00:00+02:00,1.2113888542992481
2023-04-04 02:00:00+02:00,1.5990684112804376
2023-04-04 03:00:00+02:00,2.238835995768237
2023-04-04 04:00:00+02:00,1.7491997679514912
2023-04-04 05:00:00+02:00,4.881020333815974
2023-04-04 06:00:00+02:00,20.12845175792979
2023-04-04 07:00:00+02:00,-14.849255696634401
2023-04-04 08:00:00+02:00,-12.925858497557767
